country_name,date,daily_cases,pct_of_peak
Brazil,2022-01-09,77490,8.24
Brazil,2022-01-10,109896,11.69
Brazil,2022-01-11,231562,24.62
Brazil,2022-01-12,281551,29.94
Brazil,2022-01-13,314584,33.45
Brazil,2022-01-14,360544,38.34
Brazil,2022-01-15,146871,15.62
Brazil,2022-01-16,77327,8.22
Brazil,2022-01-17,229857,24.44
Brazil,2022-01-18,436650,46.43
Brazil,2022-01-23,427660,45.47
Brazil,2022-01-24,260962,27.75
Brazil,2022-01-30,431679,45.9
Brazil,2022-01-31,249606,26.54
Brazil,2022-02-06,183634,19.53
Brazil,2022-02-07,211672,22.51
Brazil,2022-02-12,433728,46.12
Brazil,2022-02-13,166196,17.67
Brazil,2022-02-14,184026,19.57
Brazil,2022-02-15,373106,39.67
Brazil,2022-02-16,459746,48.89
Brazil,2022-02-17,406585,43.23
Brazil,2022-02-18,374921,39.87
Brazil,2022-02-19,339295,36.08
Brazil,2022-02-20,124764,13.27
Brazil,2022-02-21,118388,12.59
Brazil,2022-02-22,326576,34.73
Brazil,2022-02-23,416499,44.29
Brazil,2022-02-24,290379,30.88
Brazil,2022-02-25,285935,30.4
Brazil,2022-02-26,231716,24.64
Brazil,2022-02-27,74713,7.94
Brazil,2022-02-28,62879,6.69
Brazil,2022-03-01,75137,7.99
Brazil,2022-03-02,96943,10.31
Brazil,2022-03-03,197499,21.0
Brazil,2022-03-04,219905,23.38
Brazil,2022-03-05,194779,20.71
Brazil,2022-03-06,39081,4.16
Brazil,2022-03-07,65412,6.96
Brazil,2022-03-08,213774,22.73
Brazil,2022-03-09,175294,18.64
Brazil,2022-03-10,178915,19.02
Brazil,2022-03-11,175622,18.67
Brazil,2022-03-12,142834,15.19
Brazil,2022-03-13,58635,6.23
Brazil,2022-03-14,36165,3.85
Brazil,2022-03-15,166986,17.76
Brazil,2022-03-16,145551,15.48
Brazil,2022-03-17,158117,16.81
Brazil,2022-03-18,144194,15.33
Brazil,2022-03-19,143128,15.22
Brazil,2022-03-20,43129,4.59
Brazil,2022-03-21,35483,3.77
Brazil,2022-03-22,132115,14.05
Brazil,2022-03-23,153348,16.31
Brazil,2022-03-24,121629,12.93
Brazil,2022-03-25,111275,11.83
Brazil,2022-03-26,97430,10.36
Brazil,2022-03-27,31579,3.36
Brazil,2022-03-28,31652,3.37
Brazil,2022-03-29,96913,10.31
Brazil,2022-03-30,108878,11.58
Brazil,2022-03-31,101735,10.82
Brazil,2022-04-01,87725,9.33
Brazil,2022-04-02,53707,5.71
Brazil,2022-04-03,23138,2.46
Brazil,2022-04-04,44378,4.72
Brazil,2022-04-05,88831,9.45
Brazil,2022-04-06,86942,9.24
Brazil,2022-04-07,84455,8.98
Brazil,2022-04-08,99088,10.54
Brazil,2022-04-09,68120,7.24
Brazil,2022-04-10,22232,2.36
Brazil,2022-04-11,28937,3.08
Brazil,2022-04-12,72746,7.74
Brazil,2022-04-13,86268,9.17
Brazil,2022-04-14,74352,7.91
Brazil,2022-04-15,42075,4.47
Brazil,2022-04-16,8715,0.93
Brazil,2022-04-17,7934,0.84
Brazil,2022-04-18,28391,3.02
Brazil,2022-04-19,44586,4.74
Brazil,2022-04-20,117051,12.45
Brazil,2022-04-21,58373,6.21
Brazil,2022-04-22,25342,2.69
Brazil,2022-04-23,21928,2.33
Brazil,2022-04-24,12171,1.29
Brazil,2022-04-25,20655,2.2
Brazil,2022-04-26,70770,7.53
Brazil,2022-04-27,65822,7.0
Brazil,2022-04-28,63011,6.7
Brazil,2022-04-29,44174,4.7
Brazil,2022-04-30,47581,5.06
Brazil,2022-05-01,20495,2.18
Brazil,2022-05-02,21390,2.27
Brazil,2022-05-03,67858,7.22
Brazil,2022-05-04,64057,6.81
Brazil,2022-05-05,70354,7.48
Brazil,2022-05-06,63128,6.71
Brazil,2022-05-07,46077,4.9
Brazil,2022-05-08,19805,2.11
Brazil,2022-05-09,32059,3.41
Brazil,2022-05-10,63305,6.73
Brazil,2022-05-11,73696,7.84
Brazil,2022-05-12,67145,7.14
Brazil,2022-05-13,81791,8.7
Brazil,2022-05-14,54020,5.74
Brazil,2022-05-15,20016,2.13
Brazil,2022-05-16,43776,4.65
Brazil,2022-05-17,83806,8.91
Brazil,2022-05-18,42456,4.51
Brazil,2022-05-19,32289,3.43
Brazil,2022-05-20,31629,3.36
Brazil,2022-05-21,50296,5.35
Brazil,2022-05-22,39518,4.2
Brazil,2022-05-23,41648,4.43
Brazil,2022-05-24,104879,11.15
Brazil,2022-05-25,10901,1.16
Brazil,2022-05-26,108141,11.5
Brazil,2022-05-27,129289,13.75
Brazil,2022-05-28,76165,8.1
Brazil,2022-05-29,25517,2.71
Brazil,2022-05-30,78898,8.39
Brazil,2022-05-31,133353,14.18
Brazil,2022-06-01,131717,14.01
Brazil,2022-06-02,133110,14.15
Brazil,2022-06-03,116975,12.44
Brazil,2022-06-04,48374,5.14
Brazil,2022-06-05,19382,2.06
Brazil,2022-06-06,122294,13.0
Brazil,2022-06-07,226983,24.14
Brazil,2022-06-08,160421,17.06
Brazil,2022-06-09,148342,15.77
Brazil,2022-06-10,182549,19.41
Brazil,2022-06-11,86410,9.19
Brazil,2022-06-12,37130,3.95
Brazil,2022-06-13,136992,14.57
Brazil,2022-06-14,145585,15.48
Brazil,2022-06-15,228536,24.3
Brazil,2022-06-16,103072,10.96
Brazil,2022-06-17,99960,10.63
Brazil,2022-06-18,63306,6.73
Brazil,2022-06-19,33699,3.58
Brazil,2022-06-20,169555,18.03
Brazil,2022-06-21,207807,22.1
Brazil,2022-06-22,230016,24.46
Brazil,2022-06-23,233363,24.81
Brazil,2022-06-24,194285,20.66
Brazil,2022-06-25,121789,12.95
Brazil,2022-06-26,54346,5.78
Brazil,2022-06-27,171650,18.25
Brazil,2022-06-28,244741,26.02
Brazil,2022-06-29,242463,25.78
Brazil,2022-06-30,242528,25.79
Brazil,2022-07-01,242673,25.8
Brazil,2022-07-02,118463,12.6
Brazil,2022-07-03,59427,6.32
Brazil,2022-07-04,148328,15.77
Brazil,2022-07-05,235034,24.99
Brazil,2022-07-06,242530,25.79
Brazil,2022-07-07,228038,24.25
Brazil,2022-07-08,224582,23.88
Brazil,2022-07-09,137365,14.61
Brazil,2022-07-10,71853,7.64
Brazil,2022-07-11,140930,14.99
Brazil,2022-07-12,199774,21.24
Brazil,2022-07-13,229200,24.37
Brazil,2022-07-14,206929,22.0
Brazil,2022-07-15,341926,36.36
Brazil,2022-07-16,125090,13.3
Brazil,2022-07-17,33185,3.53
Brazil,2022-07-18,125806,13.38
Brazil,2022-07-19,181493,19.3
Brazil,2022-07-20,176386,18.76
Brazil,2022-07-21,160965,17.12
Brazil,2022-07-22,154558,16.43
Brazil,2022-07-23,80866,8.6
Brazil,2022-07-24,30838,3.28
Brazil,2022-07-25,96541,10.27
Brazil,2022-07-26,117838,12.53
Brazil,2022-07-27,141780,15.08
Brazil,2022-07-28,140634,14.95
Brazil,2022-07-29,131553,13.99
Brazil,2022-07-30,77224,8.21
Brazil,2022-07-31,64756,6.89
Brazil,2022-08-01,71187,7.57
Brazil,2022-08-02,107079,11.39
Brazil,2022-08-03,106333,11.31
Brazil,2022-08-04,127578,13.57
Brazil,2022-08-05,94052,10.0
Brazil,2022-08-06,51799,5.51
Brazil,2022-08-07,22857,2.43
Brazil,2022-08-08,54766,5.82
Brazil,2022-08-09,96127,10.22
Brazil,2022-08-10,96467,10.26
Brazil,2022-08-11,86076,9.15
Brazil,2022-08-12,73993,7.87
Brazil,2022-08-13,55347,5.89
Brazil,2022-08-14,14322,1.52
Brazil,2022-08-15,25841,2.75
Brazil,2022-08-16,71119,7.56
Brazil,2022-08-17,67841,7.21
Brazil,2022-08-18,68472,7.28
Brazil,2022-08-19,58485,6.22
Brazil,2022-08-20,48552,5.16
Brazil,2022-08-21,16062,1.71
Brazil,2022-08-22,20159,2.14
Brazil,2022-08-23,62999,6.7
Brazil,2022-08-24,57463,6.11
Brazil,2022-08-25,68818,7.32
Brazil,2022-08-26,57319,6.09
Brazil,2022-08-27,39111,4.16
Brazil,2022-08-28,11031,1.17
Brazil,2022-08-29,44120,4.69
Brazil,2022-08-30,52472,5.58
Brazil,2022-08-31,49386,5.25
Brazil,2022-09-01,47129,5.01
Brazil,2022-09-02,36003,3.83
Brazil,2022-09-03,37614,4.0
Brazil,2022-09-04,9349,0.99
Brazil,2022-09-05,22542,2.4
Brazil,2022-09-06,42683,4.54
Brazil,2022-09-07,27985,2.98
Brazil,2022-09-08,14507,1.54
Brazil,2022-09-09,40587,4.32
Brazil,2022-09-10,30081,3.2
Brazil,2022-09-11,7976,0.85
Brazil,2022-09-12,17464,1.86
Brazil,2022-09-13,33149,3.52
Brazil,2022-09-14,46031,4.89
Brazil,2022-09-15,32336,3.44
India,2020-01-01,0,0.0
India,2020-01-02,0,0.0
India,2020-01-03,0,0.0
India,2020-01-04,0,0.0
India,2020-01-05,0,0.0
India,2020-01-06,0,0.0
India,2020-01-07,0,0.0
India,2020-01-08,0,0.0
India,2020-01-09,0,0.0
India,2020-01-10,0,0.0
India,2020-01-11,0,0.0
India,2020-01-12,0,0.0
India,2020-01-13,0,0.0
India,2020-01-14,0,0.0
India,2020-01-15,0,0.0
India,2020-01-16,0,0.0
India,2020-01-17,0,0.0
India,2020-01-18,0,0.0
India,2020-01-19,0,0.0
India,2020-01-20,0,0.0
India,2020-01-21,0,0.0
India,2020-01-22,0,0.0
India,2020-01-23,0,0.0
India,2020-01-24,0,0.0
India,2020-01-25,0,0.0
India,2020-01-26,0,0.0
India,2020-01-27,0,0.0
India,2020-01-28,1,0.0
India,2020-01-29,4,0.0
India,2020-01-30,0,0.0
India,2020-01-31,-3,0.0
India,2020-02-01,1,0.0
India,2020-02-02,5,0.0
India,2020-02-03,1,0.0
India,2020-02-04,0,0.0
India,2020-02-05,0,0.0
India,2020-02-06,0,0.0
India,2020-02-07,0,0.0
India,2020-02-08,0,0.0
India,2020-02-09,0,0.0
India,2020-02-10,0,0.0
India,2020-02-11,0,0.0
India,2020-02-12,0,0.0
India,2020-02-13,0,0.0
India,2020-02-14,0,0.0
India,2020-02-15,0,0.0
India,2020-02-16,0,0.0
India,2020-02-17,0,0.0
India,2020-02-18,0,0.0
India,2020-02-19,0,0.0
India,2020-02-20,0,0.0
India,2020-02-21,0,0.0
India,2020-02-22,0,0.0
India,2020-02-23,0,0.0
India,2020-02-24,0,0.0
India,2020-02-25,0,0.0
India,2020-02-26,0,0.0
India,2020-02-27,0,0.0
India,2020-02-28,0,0.0
India,2020-02-29,-2,0.0
India,2020-03-01,4,0.0
India,2020-03-02,19,0.0
India,2020-03-03,1,0.0
India,2020-03-04,3,0.0
India,2020-03-05,5,0.0
India,2020-03-06,6,0.0
India,2020-03-07,5,0.0
India,2020-03-08,11,0.0
India,2020-03-09,14,0.0
India,2020-03-10,28,0.0
India,2020-03-11,16,0.0
India,2020-03-12,12,0.0
India,2020-03-13,33,0.0
India,2020-03-14,18,0.0
India,2020-03-15,32,0.0
India,2020-03-16,27,0.0
India,2020-03-17,40,0.0
India,2020-03-18,75,0.0
India,2020-03-19,83,0.0
India,2020-03-20,131,0.0
India,2020-03-21,152,0.0
India,2020-03-22,152,0.0
India,2020-03-23,181,0.0
India,2020-03-24,116,0.0
India,2020-03-25,157,0.0
India,2020-03-26,257,0.01
India,2020-03-27,223,0.0
India,2020-03-28,228,0.0
India,2020-03-29,300,0.01
India,2020-03-30,573,0.01
India,2020-03-31,635,0.01
India,2020-04-01,760,0.02
India,2020-04-02,1086,0.02
India,2020-04-03,1032,0.02
India,2020-04-04,1272,0.03
India,2020-04-05,963,0.02
India,2020-04-06,1336,0.03
India,2020-04-07,1164,0.02
India,2020-04-08,1112,0.02
India,2020-04-09,1848,0.04
India,2020-04-10,1780,0.04
India,2020-04-11,1650,0.03
India,2020-04-12,1969,0.04
India,2020-04-13,2318,0.05
India,2020-04-14,1972,0.04
India,2020-04-15,1893,0.04
India,2020-04-16,2052,0.04
India,2020-04-17,2256,0.05
India,2020-04-18,2924,0.06
India,2020-04-19,2916,0.06
India,2020-04-20,2622,0.06
India,2020-04-21,2946,0.06
India,2020-04-22,2976,0.06
India,2020-04-23,3096,0.07
India,2020-04-24,3398,0.07
India,2020-04-25,3231,0.07
India,2020-04-26,3150,0.07
India,2020-04-27,4761,0.1
India,2020-04-28,5231,0.11
India,2020-04-29,5215,0.11
India,2020-04-30,5725,0.12
India,2020-05-01,7130,0.15
India,2020-05-02,7119,0.15
India,2020-05-03,9814,0.21
India,2020-05-04,9889,0.21
India,2020-05-05,9244,0.2
India,2020-05-06,10060,0.21
India,2020-05-07,9492,0.2
India,2020-05-08,9560,0.2
India,2020-05-09,10266,0.22
India,2020-05-10,11763,0.25
India,2020-05-11,10286,0.22
India,2020-05-12,10278,0.22
India,2020-05-13,10947,0.23
India,2020-05-14,11371,0.24
India,2020-05-15,12043,0.25
India,2020-05-16,14207,0.3
India,2020-05-17,14508,0.31
India,2020-05-18,14376,0.3
India,2020-05-19,15547,0.33
India,2020-05-20,16118,0.34
India,2020-05-21,17348,0.37
India,2020-05-22,18739,0.4
India,2020-05-23,18825,0.4
India,2020-05-24,19133,0.4
India,2020-05-25,17547,0.37
India,2020-05-26,16860,0.36
India,2020-05-27,18924,0.4
India,2020-05-28,20393,0.43
India,2020-05-29,22246,0.47
India,2020-05-30,22738,0.48
India,2020-05-31,23085,0.49
India,2020-06-01,22627,0.48
India,2020-06-02,23723,0.5
India,2020-06-03,25583,0.54
India,2020-06-04,26635,0.56
India,2020-06-05,26729,0.57
India,2020-06-06,27621,0.58
India,2020-06-07,28520,0.6
India,2020-06-08,26973,0.57
India,2020-06-09,26147,0.55
India,2020-06-10,30035,0.64
India,2020-06-11,31831,0.67
India,2020-06-12,32824,0.69
India,2020-06-13,33337,0.71
India,2020-06-14,31575,0.67
India,2020-06-15,29622,0.63
India,2020-06-16,31131,0.66
India,2020-06-17,35445,0.75
India,2020-06-18,37482,0.79
India,2020-06-19,40348,0.85
India,2020-06-20,41132,0.87
India,2020-06-21,41116,0.87
India,2020-06-22,41609,0.88
India,2020-06-23,42565,0.9
India,2020-06-24,45488,0.96
India,2020-06-25,49201,1.04
India,2020-06-26,52052,1.1
India,2020-06-27,55398,1.17
India,2020-06-28,53529,1.13
India,2020-06-29,52687,1.11
India,2020-06-30,52091,1.1
India,2020-07-01,55598,1.18
India,2020-07-02,62449,1.32
India,2020-07-03,66763,1.41
India,2020-07-04,68426,1.45
India,2020-07-05,65933,1.4
India,2020-07-06,62770,1.33
India,2020-07-07,65813,1.39
India,2020-07-08,72480,1.53
India,2020-07-09,75314,1.59
India,2020-07-10,79624,1.68
India,2020-07-11,81639,1.73
India,2020-07-12,83376,1.76
India,2020-07-13,82812,1.75
India,2020-07-14,88262,1.87
India,2020-07-15,96378,2.04
India,2020-07-16,101482,2.15
India,2020-07-17,104899,2.22
India,2020-07-18,111445,2.36
India,2020-07-19,113476,2.4
India,2020-07-20,107121,2.27
India,2020-07-21,118695,2.51
India,2020-07-22,135989,2.88
India,2020-07-23,141162,2.99
India,2020-07-24,142021,3.01
India,2020-07-25,145441,3.08
India,2020-07-26,142405,3.01
India,2020-07-27,137268,2.9
India,2020-07-28,146574,3.1
India,2020-07-29,154915,3.28
India,2020-07-30,161262,3.41
India,2020-07-31,163729,3.46
India,2020-08-01,157401,3.33
India,2020-08-02,152423,3.23
India,2020-08-03,148217,3.14
India,2020-08-04,152990,3.24
India,2020-08-05,169242,3.58
India,2020-08-06,179051,3.79
India,2020-08-07,179969,3.81
India,2020-08-08,185408,3.92
India,2020-08-09,172077,3.64
India,2020-08-10,161023,3.41
India,2020-08-11,182427,3.86
India,2020-08-12,189843,4.02
India,2020-08-13,186142,3.94
India,2020-08-14,187380,3.97
India,2020-08-15,180483,3.82
India,2020-08-16,167096,3.54
India,2020-08-17,167635,3.55
India,2020-08-18,193013,4.08
India,2020-08-19,200677,4.25
India,2020-08-20,200864,4.25
India,2020-08-21,200844,4.25
India,2020-08-22,194960,4.13
India,2020-08-23,178242,3.77
India,2020-08-24,180844,3.83
India,2020-08-25,202028,4.28
India,2020-08-26,220872,4.67
India,2020-08-27,221905,4.7
India,2020-08-28,223200,4.72
India,2020-08-29,226866,4.8
India,2020-08-30,220322,4.66
India,2020-08-31,208007,4.4
India,2020-09-01,230923,4.89
India,2020-09-02,238321,5.04
India,2020-09-03,243903,5.16
India,2020-09-04,254425,5.38
India,2020-09-05,261404,5.53
India,2020-09-06,249545,5.28
India,2020-09-07,231095,4.89
India,2020-09-08,264444,5.6
India,2020-09-09,275819,5.84
India,2020-09-10,278544,5.89
India,2020-09-11,277456,5.87
India,2020-09-12,268696,5.69
India,2020-09-13,259615,5.49
India,2020-09-14,244481,5.17
India,2020-09-15,268046,5.67
India,2020-09-16,279811,5.92
India,2020-09-17,275422,5.83
India,2020-09-18,266408,5.64
India,2020-09-19,259993,5.5
India,2020-09-20,239575,5.07
India,2020-09-21,223169,4.72
India,2020-09-22,241886,5.12
India,2020-09-23,248128,5.25
India,2020-09-24,245763,5.2
India,2020-09-25,248620,5.26
India,2020-09-26,248667,5.26
India,2020-09-27,226796,4.8
India,2020-09-28,209832,4.44
India,2020-09-29,235728,4.99
India,2020-09-30,242413,5.13
India,2020-10-01,232821,4.93
India,2020-10-02,225767,4.78
India,2020-10-03,216397,4.58
India,2020-10-04,202237,4.28
India,2020-10-05,184506,3.9
India,2020-10-06,213141,4.51
India,2020-10-07,218372,4.62
India,2020-10-08,205846,4.36
India,2020-10-09,212008,4.49
India,2020-10-10,206712,4.37
India,2020-10-11,182810,3.87
India,2020-10-12,164690,3.49
India,2020-10-13,185577,3.93
India,2020-10-14,189337,4.01
India,2020-10-15,180001,3.81
India,2020-10-16,177213,3.75
India,2020-10-17,170563,3.61
India,2020-10-18,151546,3.21
India,2020-10-19,138173,2.92
India,2020-10-20,155416,3.29
India,2020-10-21,157557,3.33
India,2020-10-22,152849,3.23
India,2020-10-23,148825,3.15
India,2020-10-24,136908,2.9
India,2020-10-25,119905,2.54
India,2020-10-26,109379,2.31
India,2020-10-27,126848,2.68
India,2020-10-28,138395,2.93
India,2020-10-29,134998,2.86
India,2020-10-30,132264,2.8
India,2020-10-31,129822,2.75
India,2020-11-01,119905,2.54
India,2020-11-02,113035,2.39
India,2020-11-03,130637,2.76
India,2020-11-04,136586,2.89
India,2020-11-05,134032,2.84
India,2020-11-06,134216,2.84
India,2020-11-07,125665,2.66
India,2020-11-08,119117,2.52
India,2020-11-09,109485,2.32
India,2020-11-10,124974,2.64
India,2020-11-11,128528,2.72
India,2020-11-12,122521,2.59
India,2020-11-13,118597,2.51
India,2020-11-14,102502,2.17
India,2020-11-15,83737,1.77
India,2020-11-16,88595,1.87
India,2020-11-17,112115,2.37
India,2020-11-18,125082,2.65
India,2020-11-19,126815,2.68
India,2020-11-20,127032,2.69
India,2020-11-21,124562,2.64
India,2020-11-22,116040,2.46
India,2020-11-23,111341,2.36
India,2020-11-24,122785,2.6
India,2020-11-25,123251,2.61
India,2020-11-26,118387,2.51
India,2020-11-27,115216,2.44
India,2020-11-28,113507,2.4
India,2020-11-29,100632,2.13
India,2020-11-30,91901,1.94
India,2020-12-01,100974,2.14
India,2020-12-02,100237,2.12
India,2020-12-03,102507,2.17
India,2020-12-04,101851,2.16
India,2020-12-05,98152,2.08
India,2020-12-06,86754,1.84
India,2020-12-07,79781,1.69
India,2020-12-08,89470,1.89
India,2020-12-09,86891,1.84
India,2020-12-10,84015,1.78
India,2020-12-11,84520,1.79
India,2020-12-12,82598,1.75
India,2020-12-13,71785,1.52
India,2020-12-14,66204,1.4
India,2020-12-15,71999,1.52
India,2020-12-16,55789,1.18
India,2020-12-17,74435,1.58
India,2020-12-18,76260,1.61
India,2020-12-19,73867,1.56
India,2020-12-20,64999,1.38
India,2020-12-21,59009,1.25
India,2020-12-22,68713,1.45
India,2020-12-23,68753,1.45
India,2020-12-24,65328,1.38
India,2020-12-25,60007,1.27
India,2020-12-26,54043,1.14
India,2020-12-27,53790,1.14
India,2020-12-28,49968,1.06
India,2020-12-29,59749,1.26
India,2020-12-30,60741,1.29
India,2020-12-31,54117,1.15
India,2021-01-01,55486,1.17
India,2021-01-02,50016,1.06
India,2021-01-03,47060,1.0
India,2021-01-04,48916,1.04
India,2021-01-05,53578,1.13
India,2021-01-06,56161,1.19
India,2021-01-07,51726,1.09
India,2021-01-08,52888,1.12
India,2021-01-09,51302,1.09
India,2021-01-10,42285,0.89
India,2021-01-11,38673,0.82
India,2021-01-12,46271,0.98
India,2021-01-13,47110,1.0
India,2021-01-14,44181,0.93
India,2021-01-15,43183,0.91
India,2021-01-16,41600,0.88
India,2021-01-17,35728,0.76
India,2021-01-18,31744,0.67
India,2021-01-19,40538,0.86
India,2021-01-20,42880,0.91
India,2021-01-21,41113,0.87
India,2021-01-22,41362,0.88
India,2021-01-23,40910,0.87
India,2021-01-24,33584,0.71
India,2021-01-25,28988,0.61
India,2021-01-26,35182,0.74
India,2021-01-27,40130,0.85
India,2021-01-28,46330,0.98
India,2021-01-29,36132,0.76
India,2021-01-30,34593,0.73
India,2021-01-31,28849,0.61
India,2021-02-01,25439,0.54
India,2021-02-02,32078,0.68
India,2021-02-03,35378,0.75
India,2021-02-04,33616,0.71
India,2021-02-05,32614,0.69
India,2021-02-06,33134,0.7
India,2021-02-07,29899,0.63
India,2021-02-08,25742,0.54
India,2021-02-09,31589,0.67
India,2021-02-10,31563,0.67
India,2021-02-11,28021,0.59
India,2021-02-12,33623,0.71
India,2021-02-13,33235,0.7
India,2021-02-14,29693,0.63
India,2021-02-15,27006,0.57
India,2021-02-16,33308,0.7
India,2021-02-17,36066,0.76
India,2021-02-18,37603,0.8
India,2021-02-19,39201,0.83
India,2021-02-20,39166,0.83
India,2021-02-21,36277,0.77
India,2021-02-22,31954,0.68
India,2021-02-23,41341,0.87
India,2021-02-24,47307,1.0
India,2021-02-25,46619,0.99
India,2021-02-26,46773,0.99
India,2021-02-27,46087,0.98
India,2021-02-28,40584,0.86
India,2021-03-01,36676,0.78
India,2021-03-02,44446,0.94
India,2021-03-03,48660,1.03
India,2021-03-04,48960,1.04
India,2021-03-05,52255,1.11
India,2021-03-06,52955,1.12
India,2021-03-07,49616,1.05
India,2021-03-08,45691,0.97
India,2021-03-09,55522,1.17
India,2021-03-10,65796,1.39
India,2021-03-11,68260,1.44
India,2021-03-12,71769,1.52
India,2021-03-13,73299,1.55
India,2021-03-14,74231,1.57
India,2021-03-15,74596,1.58
India,2021-03-16,90301,1.91
India,2021-03-17,107911,2.28
India,2021-03-18,116705,2.47
India,2021-03-19,121891,2.58
India,2021-03-20,130598,2.76
India,2021-03-21,130765,2.77
India,2021-03-22,124584,2.64
India,2021-03-23,143611,3.04
India,2021-03-24,161389,3.42
India,2021-03-25,175506,3.71
India,2021-03-26,182349,3.86
India,2021-03-27,188226,3.98
India,2021-03-28,187190,3.96
India,2021-03-29,160564,3.4
India,2021-03-30,174255,3.69
India,2021-03-31,219945,4.65
India,2021-04-01,244810,5.18
India,2021-04-02,263299,5.57
India,2021-04-03,281405,5.95
India,2021-04-04,295595,6.26
India,2021-04-05,300665,6.36
India,2021-04-06,347063,7.34
India,2021-04-07,372993,7.89
India,2021-04-08,395498,8.37
India,2021-04-09,427747,9.05
India,2021-04-10,458707,9.71
India,2021-04-11,483322,10.23
India,2021-04-12,487821,10.32
India,2021-04-13,549832,11.64
India,2021-04-14,592651,12.54
India,2021-04-15,643473,13.62
India,2021-04-16,701045,14.84
India,2021-04-17,761357,16.11
India,2021-04-18,773045,16.36
India,2021-04-19,775160,16.4
India,2021-04-20,861843,18.24
India,2021-04-21,925478,19.58
India,2021-04-22,972582,20.58
India,2021-04-23,1002141,21.21
India,2021-04-24,1011845,21.41
India,2021-04-25,993468,21.02
India,2021-04-26,964521,20.41
India,2021-04-27,1061566,22.46
India,2021-04-28,1101314,23.31
India,2021-04-29,1133407,23.98
India,2021-04-30,1151849,24.37
India,2021-05-01,1110636,23.5
India,2021-05-02,1062308,22.48
India,2021-05-03,1060066,22.43
India,2021-05-04,1140146,24.13
India,2021-05-05,1200422,25.4
India,2021-05-06,1192451,25.23
India,2021-05-07,1172672,24.82
India,2021-05-08,1139090,24.1
India,2021-05-09,1035713,21.92
India,2021-05-10,980592,20.75
India,2021-05-11,1031459,21.83
India,2021-05-12,1040007,22.01
India,2021-05-13,987394,20.89
India,2021-05-14,944068,19.98
India,2021-05-15,883913,18.7
India,2021-05-16,810734,17.16
India,2021-05-17,777076,16.44
India,2021-05-18,793941,16.8
India,2021-05-19,795905,16.84
India,2021-05-20,759425,16.07
India,2021-05-21,740101,15.66
India,2021-05-22,690210,14.61
India,2021-05-23,632294,13.38
India,2021-05-24,589325,12.47
India,2021-05-25,616227,13.04
India,2021-05-26,596376,12.62
India,2021-05-27,533847,11.3
India,2021-05-28,502262,10.63
India,2021-05-29,472776,10.0
India,2021-05-30,427624,9.05
India,2021-05-31,379411,8.03
India,2021-06-01,392121,8.3
India,2021-06-02,393319,8.32
India,2021-06-03,378348,8.01
India,2021-06-04,347964,7.36
India,2021-06-05,323599,6.85
India,2021-06-06,285074,6.03
India,2021-06-07,259394,5.49
India,2021-06-08,273923,5.8
India,2021-06-09,274113,5.8
India,2021-06-10,262661,5.56
India,2021-06-11,245295,5.19
India,2021-06-12,227076,4.81
India,2021-06-13,199954,4.23
India,2021-06-14,178612,3.78
India,2021-06-15,187421,3.97
India,2021-06-16,193095,4.09
India,2021-06-17,181959,3.85
India,2021-06-18,175812,3.72
India,2021-06-19,166764,3.53
India,2021-06-20,147201,3.11
India,2021-06-21,134044,2.84
India,2021-06-22,152666,3.23
India,2021-06-23,157272,3.33
India,2021-06-24,149576,3.17
India,2021-06-25,145041,3.07
India,2021-06-26,143629,3.04
India,2021-06-27,129406,2.74
India,2021-06-28,118230,2.5
India,2021-06-29,118464,2.51
India,2021-06-30,141688,3.0
India,2021-07-01,135627,2.87
India,2021-07-02,129520,2.74
India,2021-07-03,123874,2.62
India,2021-07-04,114529,2.42
India,2021-07-05,110070,2.33
India,2021-07-06,131697,2.79
India,2021-07-07,132916,2.81
India,2021-07-08,127470,2.7
India,2021-07-09,124655,2.64
India,2021-07-10,118305,2.5
India,2021-07-11,107324,2.27
India,2021-07-12,98493,2.08
India,2021-07-13,119324,2.53
India,2021-07-14,120536,2.55
India,2021-07-15,114492,2.42
India,2021-07-16,115762,2.45
India,2021-07-17,119106,2.52
India,2021-07-18,105950,2.24
India,2021-07-19,99582,2.11
India,2021-07-20,124148,2.63
India,2021-07-21,117080,2.48
India,2021-07-22,107439,2.27
India,2021-07-23,117239,2.48
India,2021-07-24,118474,2.51
India,2021-07-25,105150,2.23
India,2021-07-26,104262,2.21
India,2021-07-27,128084,2.71
India,2021-07-28,129614,2.74
India,2021-07-29,129986,2.75
India,2021-07-30,124129,2.63
India,2021-07-31,123622,2.62
India,2021-08-01,111759,2.36
India,2021-08-02,102567,2.17
India,2021-08-03,127477,2.7
India,2021-08-04,129768,2.75
India,2021-08-05,128273,2.71
India,2021-08-06,116318,2.46
India,2021-08-07,113479,2.4
India,2021-08-08,100658,2.13
India,2021-08-09,93465,1.98
India,2021-08-10,117985,2.5
India,2021-08-11,123405,2.61
India,2021-08-12,118851,2.52
India,2021-08-13,113978,2.41
India,2021-08-14,105678,2.24
India,2021-08-15,92506,1.96
India,2021-08-16,85464,1.81
India,2021-08-17,107424,2.27
India,2021-08-18,110253,2.33
India,2021-08-19,108164,2.29
India,2021-08-20,100185,2.12
India,2021-08-21,87788,1.86
India,2021-08-22,77683,1.64
India,2021-08-23,88159,1.87
India,2021-08-24,122275,2.59
